"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/Material/M_blackworld_mat.M_blackworld_mat","0","0","23","1","0.000000","0","0"
"/Game/Material/Roof.Roof","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/ALL_shared_glass_mat.ALL_shared_glass_mat","0","0","33","1","0.000000","0","0"
"/Game/Material/M_StaticObjects.M_StaticObjects","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Item_Geo/Item_ferramenta_mat.Item_ferramenta_mat","0","0","14","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","0","0","9","1","0.000000","0","0"
"/Game/Modular/Assets/Closet_Geo/03/SM_closet_03_mat.SM_closet_03_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Closet_Geo/04/SM_closet_04_mat.SM_closet_04_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Closet_Geo/07/SM_closet_bedroom_mat.SM_closet_bedroom_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Closet_Geo/08/SM_kitchen_01_mat.SM_kitchen_01_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_curtains_geo/CBN_curtain_small_closed_mat.CBN_curtain_small_closed_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_curtains_geo/CBN_curtain_small_open_mat.CBN_curtain_small_open_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Desk_Geo/03/SM_desk_03_mat.SM_desk_03_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Window_geo/RST_wall_window_mat.RST_wall_window_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Window_geo/RST_wall_window_up_mat.RST_wall_window_up_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Window_geo/CBN_wall_window_top_mat.CBN_wall_window_top_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Window_geo/LZR_window_mat.LZR_window_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Window_geo/LZR_window_up_mat.LZR_window_up_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Window_geo/RST_wall_exterior_window_mat.RST_wall_exterior_window_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Window_geo/RST_wall_exterior_window_up_mat.RST_wall_exterior_window_up_mat","0","0","23","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","1","0.000000","0","0"
"/Game/Material/Light/M_LightFlickerCandle.M_LightFlickerCandle","0","0","43","1","0.000000","0","0"
"/Game/Modular/Assets/LZR_geo/light/LZR_abaju_light_mat.LZR_abaju_light_mat","0","0","14","1","0.000000","0","0"
"/Game/Modular/Assets/Item_Geo/Item_chave_mat.Item_chave_mat","0","0","14","1","0.000000","0","0"
"/Game/Modular/Assets/Item_Geo/01/SM_bilhete_mat.SM_bilhete_mat","0","0","14","1","0.000000","0","0"
"/Game/Modular/Material/M_Glass.M_Glass","0","0","24","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Scenes/Shared/Materials/M_Colour_Base.M_Colour_Base","0","0","37","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Scenes/Shared/Materials/M_Global_Material_Base.M_Global_Material_Base","0","0","60","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Scenes/Shared/Materials/M_InteractionVolume.M_InteractionVolume","0","0","9","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Characters/Mannequin3D/Character/Materials/M_Man_Chest_Logo.M_Man_Chest_Logo","0","0","60","1","0.000000","0","60"
